ID 	How_often	Work_Din	Aperitif	Rom_Din	Spec_Occ	Place	Reasons	Meaning	Percept	Pl_Origin	W_Brand	Price	Pack	Quality	Info_lab	Sal_rec	F_rec	Provenance	Tech_inf	D_taste	Fbsw	Brand	History	Loyalty	Unloyal	List_Adv	G_info	Fr_rec	M_C_P	M_C_I_P	Know_it	Tried_w	Why_it_w	J_I_P	IT_Vs_Am	Dryness	Sweet	Oak	Fruity	Still	Spark	Red	White	D_of_B	Today	Age	Sex	Ed_level	City	Area 	Urb_rur	Home_con	Sp_occ	Gift	Format	It_brands	Job
395	4	5	4	5	5	4	1	2	2	4	3	4	2	5	3	4	5	5	5	3	3	3	3	2	4	3	2	4	3	1	1	2	1	2	2	3	3	2	4	4	5	5	4	16/3/1959	04/06/2014	55	1	5	3	3	1	2	3	3	1	3	2
396	4	2	4	4	5	4	1	2	2	3	4	3	3	4	4	4	3	3	2	2	5	4	4	3	4	3	2	2	3	1	1	1	5	1	2	4	1	3	4	4	4	3	4	13/4/1938	04/06/2014	76	2	3	3	3	1	2	3	3	1	1	6
397	6	3	5	4	5	1	1	1	2	4	2	3	1	4	1	3	5	5	4	3	3	2	4	3	2	2	2	5	2	3	1	1	2	2	2	4	2	3	3	4	5	3	4	25/2/1964	04/06/2014	50	2	4	3	3	1	1	2	3	1	3	3
398	6	5	5	5	5	1	1	8	2	5	2	4	2	5	5	3	4	5	5	3	2	2	3	2	4	2	2	4	2	2	1	1	4	2	1	4	1	2	4	5	5	5	5	19/4/1966	04/06/2014	48	2	3	3	3	2	2	3	3	1	1	1
399	6	4	5	5	5	2	1	2	2	2	2	4	1	5	1	5	4	4	4	4	2	3	4	4	4	4	4	3	2	3	1	1	5	3	1	5	1	4	4	5	3	5	5	20/8/1957	04/06/2014	57	1	4	3	3	1	2	3	3	1	3	2
400	3	1	4	3	4	2	1	7	2	5	5	1	1	5	1	1	1	5	5	1	1	5	3	1	4	1	1	3	2	2	1	1	5	2	1	4	1	1	4	5	4	5	4	9/9/1974	04/06/2014	40	1	4	3	3	1	3	3	3	1	6	2
401	5	5	5	5	5	1	1	2	2	5	5	5	3	5	4	4	4	5	4	4	4	5	3	3	3	3	3	3	3	1	1	1	3	1	1	5	1	3	4	3	5	5	5	12/12/1955	04/06/2014	59	1	3	3	3	1	1	3	3	1	1	2
402	4	5	5	5	5	1	1	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	4	4	4	2	1	1	1	1	2	2	4	1	3	4	5	5	5	5	NA	04/06/2014	NA	2	3	3	3	1	1	3	2	1	1	1
403	4	1	5	5	5	1	1	2	2	1	1	4	4	4	2	2	4	1	2	3	3	2	2	2	4	3	2	4	3	3	1	1	3	3	1	5	1	1	3	4	5	4	2	24/11/1954	04/06/2014	60	2	3	3	3	1	1	2	3	1	1	1
404	6	2	4	4	5	1	1	2	2	5	4	5	2	4	3	2	3	5	3	2	2	2	2	4	3	2	1	2	3	2	1	1	3	2	2	5	2	2	3	4	2	5	3	7/5/1944	04/06/2014	70	1	4	3	3	1	2	3	2	1	1	6
405	5	5	5	5	5	1	1	2	2	5	4	4	3	5	3	4	3	4	3	5	5	4	4	3	5	4	4	3	3	4	1	1	2	2	3	5	1	4	3	5	4	5	5	31/12/1950	04/06/2014	63	2	5	3	3	1	2	3	3	2	2	1
406	6	2	5	5	5	1	1	2	2	4	4	4	3	5	4	4	4	5	2	2	2	3	4	1	5	3	4	4	3	1	1	1	1	2	2	5	1	3	3	5	3	5	3	4/4/1947	04/06/2014	67	1	5	3	3	1	1	3	3	1	2	1
407	6	3	5	5	5	1	1	2	2	2	3	3	2	5	3	3	3	3	3	4	4	4	4	3	3	3	4	3	3	2	1	1	3	2	2	1	1	1	5	5	4	5	5	1/12/1941	04/06/2014	73	1	3	3	3	1	2	3	3	1	1	6
408	4	3	5	5	5	1	1	1	2	4	3	4	2	5	3	3	4	4	5	3	1	2	4	2	5	3	5	4	1	3	2	1	2	2	2	4	1	3	2	5	3	5	2	28/12/1966	04/06/2014	47	1	5	3	3	1	2	3	3	1	2	1
409	5	5	5	5	5	2	1	2	2	5	5	3	3	5	3	2	5	5	5	4	3	3	3	2	4	2	5	3	2	1	1	1	5	3	2	5	4	1	4	5	5	5	5	11/6/1958	04/06/2014	56	1	3	3	3	2	3	3	3	2	3	1
410	4	3	5	5	5	1	1	1	2	5	3	4	2	5	2	4	4	5	4	3	3	3	4	2	5	3	2	3	2	2	1	1	2	3	1	3	3	2	4	4	4	5	4	24/2/1972	04/06/2014	42	2	3	3	3	1	2	3	3	1	2	7
411	6	1	5	5	5	1	1	2	2	3	4	4	3	4	3	3	4	4	3	4	4	4	3	4	2	2	3	4	1	1	1	1	3	2	2	3	2	4	3	4	4	4	4	15/8/1932	04/06/2014	82	1	5	3	3	1	1	3	3	1	1	1
412	6	4	5	5	5	2	1	1	2	4	4	4	2	5	4	2	4	5	5	1	1	3	1	1	5	2	3	4	2	2	1	1	3	2	1	4	1	1	3	5	5	3	5	20/3/1981	04/06/2014	33	2	3	73	8	1	2	3	3	1	9	1
413	4	5	5	5	5	4	1	2	3	4	2	2	2	5	3	2	2	3	2	2	2	2	3	1	4	1	3	2	3	1	1	1	1	2	1	4	1	2	3	2	3	5	2	1/7/1952	04/06/2014	62	1	4	3	3	1	2	2	2	1	1	6
414	6	2	3	5	5	1	1	2	2	3	2	2	2	4	4	3	4	3	4	3	2	2	2	1	4	2	3	3	3	1	1	1	3	2	2	3	1	2	4	4	4	3	5	27/5/1959	04/06/2014	55	2	3	3	3	1	1	2	3	1	1	3
415	5	1	5	5	2	1	1	2	2	3	4	2	2	5	2	3	3	5	4	2	3	4	4	1	5	3	4	2	2	1	1	1	3	2	2	3	3	3	3	3	3	3	3	15/4/1950	04/06/2014	64	2	4	3	3	1	2	3	2	1	3	2
416	4	3	5	5	5	1	1	2	2	3	3	4	3	4	3	4	4	4	4	4	4	4	3	1	4	3	3	3	2	2	1	1	2	2	2	4	1	3	2	4	4	5	4	1/1/1971	04/06/2014	43	1	3	3	3	1	2	3	2	1	2	1
417	4	4	5	5	5	1	1	2	1	4	4	4	2	5	2	3	3	5	4	2	1	4	1	3	5	2	4	4	3	5	2	1	3	2	2	5	1	3	3	5	3	5	3	31/10/1974	04/06/2014	40	2	3	3	3	1	2	3	3	2	2	1
418	4	5	5	5	5	1	1	2	3	5	5	5	4	5	2	1	4	4	3	4	3	5	3	4	4	2	2	4	2	1	1	1	1	1	2	4	2	5	3	4	3	5	5	26/6/1990	04/06/2014	24	1	4	18	6	1	2	2	3	1	1	8
419	6	5	5	5	5	1	1	2	2	5	4	3	3	5	3	2	2	5	4	4	2	3	4	4	1	2	2	2	2	1	1	1	1	1	2	4	1	4	3	4	3	5	5	NA	04/06/2014	NA	1	3	18	6	2	2	3	3	1	1	2
420	5	3	4	5	5	1	1	2	2	2	3	5	3	3	2	1	2	3	4	2	2	1	1	4	3	1	2	4	2	3	1	1	1	2	2	3	2	3	4	2	3	5	2	14/11/1990	04/06/2014	24	1	5	54	2	1	1	2	2	1	6	8
421	4	3	4	5	5	2	1	1	2	5	5	2	2	5	4	4	4	3	2	4	4	4	3	3	3	2	2	3	2	1	1	1	1	2	1	1	3	1	3	1	1	4	4	21/8/1961	04/06/2014	53	1	3	18	6	2	2	2	2	1	1	3
422	3	5	3	5	5	1	1	2	2	3	3	3	3	5	3	4	4	5	3	3	4	5	3	4	3	2	2	4	2	1	1	1	3	2	1	4	2	3	3	3	3	4	4	NA	04/06/2014	NA	1	3	18	6	2	1	2	3	1	6	3
423	4	5	5	1	5	2	1	2	2	4	4	5	2	4	4	2	3	4	1	4	4	4	2	3	3	2	3	3	2	1	1	1	3	1	2	2	5	3	5	4	4	4	5	NA	04/06/2014	NA	1	4	83	6	1	2	3	3	2	6	8
424	4	2	4	5	5	1	1	8	2	4	2	5	2	5	3	4	4	5	2	4	2	2	4	4	3	3	4	4	3	3	1	1	4	2	2	4	2	4	3	5	4	5	4	17/9/1967	04/06/2014	47	2	3	3	3	1	2	3	2	1	1	7
425	3	1	5	5	5	2	1	2	2	1	4	4	4	4	1	1	3	4	1	4	4	2	2	4	2	1	1	3	2	1	1	1	1	2	1	3	3	2	4	1	1	3	5	18/2/1960	04/06/2014	54	1	2	18	6	1	1	2	2	1	1	1
426	6	2	5	5	5	1	1	2	2	4	4	4	3	5	3	4	4	4	1	4	4	4	4	2	2	3	4	3	3	1	1	1	1	3	2	2	3	1	5	5	3	5	5	10/4/1954	04/06/2014	60	2	4	17	7	1	1	2	2	1	1	1
427	6	2	5	3	5	1	1	2	2	4	3	5	4	4	5	4	5	3	2	4	2	4	5	3	3	4	2	4	1	1	1	1	1	3	1	5	1	3	2	5	1	5	3	10/6/1948	04/06/2014	66	1	4	68	6	1	1	1	1	1	4	1
428	4	5	5	5	5	1	1	2	2	2	2	4	2	5	4	3	4	5	4	4	5	3	5	2	4	2	5	3	2	2	1	1	1	2	2	5	2	3	4	5	5	5	5	12/12/1959	04/06/2014	55	1	4	3	3	1	3	3	3	1	1	1
429	4	2	3	5	5	1	1	8	2	3	3	4	3	5	4	4	3	5	4	4	2	3	2	2	3	3	4	4	1	4	2	1	1	2	2	4	2	4	4	4	4	4	4	NA	04/06/2014	NA	1	4	3	3	1	2	3	3	1	6	1
430	6	4	4	5	5	1	1	2	3	5	3	4	3	5	4	3	3	5	4	3	1	2	3	2	4	2	2	1	3	5	1	1	1	2	2	5	1	2	2	5	1	5	1	1/1/1948	04/06/2014	66	1	5	3	3	1	1	3	2	1	3	1
431	6	1	5	5	5	1	1	1	2	3	1	5	1	5	1	5	5	3	4	3	3	4	4	2	3	4	1	4	3	2	1	1	2	3	2	5	1	1	1	5	5	5	5	23/5/1947	04/06/2014	67	2	4	3	3	1	1	2	1	1	1	6
432	6	3	5	5	5	1	1	2	2	3	4	4	3	5	4	3	4	4	3	4	3	4	5	2	3	2	4	5	1	3	1	1	2	3	2	5	2	4	3	5	5	5	5	16/8/1952	04/06/2014	62	1	5	3	3	1	3	3	3	1	1	6
433	3	5	5	5	5	1	4	2	2	4	3	3	2	5	4	4	4	4	4	4	2	3	3	1	3	3	4	4	2	1	1	1	3	2	1	4	4	3	3	5	3	4	5	19/4/1956	04/06/2014	58	1	5	3	3	1	3	3	3	1	2	1
434	6	5	5	5	5	1	3	2	2	3	3	4	3	5	5	4	4	4	3	4	4	3	4	2	4	3	3	4	3	1	1	1	3	2	2	4	1	2	3	5	5	5	4	NA	04/06/2014	NA	2	4	3	3	1	1	3	2	2	7	6
