ID 	How_often	Work_Din	Aperitif	Rom_Din	Spec_Occ	Place	Reasons	Meaning	Percept	Pl_Origin	W_Brand	Price	Pack	Quality	Info_lab	Sal_rec	F_rec	Provenance	Tech_inf	D_taste	Fbsw	Brand	History	Loyalty	Unloyal	List_Adv	G_info	Fr_rec	M_C_P	M_C_I_P	Know_it	Tried_w	Why_it_w	J_I_P	IT_Vs_Am	Dryness	Sweet	Oak	Fruity	Still	Spark	Red	White	D_of_B	Today	Age	Sex	Ed_level	City	Area 	Urb_rur	Home_con	Sp_occ	Gift	Format	It_brands	Job
1	3	2	2	5	5	1	4	8	3	2	4	3	4	3	4	3	3	3	3	3	5	4	4	3	4	3	2	4	1	2	2	1	3	2	2	2	4	4	4	3	4	4	2	17/10/1989	04/06/2014	25	1	3	14	6	1	1	2	3	2	10	1
2	2	2	2	2	2	1	1	2	3	2	3	3	1	3	3	1	3	3	1	1	3	3	2	3	1	1	1	3	2	3	2	3	2	1	1	2	2	2	2	5	2	2	2	1/5/1989	04/06/2014	25	1	3	14	6	1	1	2	2	2	5	3
3	3	1	5	5	5	4	6	8	2	1	1	4	2	2	4	3	5	1	1	4	1	1	1	3	2	1	2	4	1	5	2	1	NA	3	3	1	5	2	4	4	4	4	4	3/8/1992	04/06/2014	22	1	3	14	6	1	1	2	2	3	10	3
4	2	3	3	5	5	1	4	4	2	4	4	5	3	3	2	2	4	2	4	2	3	3	3	3	3	3	4	4	1	2	2	1	2	3	2	3	3	4	5	3	5	4	5	26/4/1991	04/06/2014	23	1	4	14	6	1	1	3	3	1	7	8
5	6	4	5	5	5	1	2	2	2	2	3	3	1	5	2	3	3	4	3	4	4	3	3	2	4	3	1	2	2	2	1	1	1	1	2	4	1	4	3	5	3	5	4	11/12/1971	04/06/2014	43	1	2	33	3	2	2	2	3	1	1	3
6	3	1	5	5	5	1	1	4	2	4	4	4	2	4	2	1	4	3	2	2	2	2	2	3	3	2	2	5	1	3	2	1	1	2	2	3	2	4	2	3	2	4	2	6/11/1973	04/06/2014	41	1	4	3	3	1	2	3	3	1	1	2
7	3	5	5	5	5	1	6	2	2	5	2	2	2	5	2	3	3	5	3	2	1	1	3	1	5	2	4	3	2	1	1	1	4	1	1	3	3	5	3	5	1	5	2	24/2/1979	04/06/2014	35	1	4	3	3	1	1	2	2	1	2	1
8	6	5	5	5	5	1	1	2	2	4	1	4	1	5	5	2	2	1	4	4	2	1	3	1	5	3	1	2	1	5	2	1	2	3	3	5	1	4	4	5	3	5	3	20/11/1973	04/06/2014	41	2	3	3	3	1	2	2	3	1	6	3
9	6	5	5	5	5	1	6	8	2	5	3	3	5	5	3	3	1	5	4	4	4	4	3	2	5	1	1	1	2	3	1	1	4	1	2	4	1	3	3	5	5	5	5	15/3/1990	04/06/2014	24	2	3	76	11	1	2	3	2	1	3	3
10	3	1	4	1	5	1	6	7	2	2	2	3	1	4	1	1	3	1	5	1	1	2	1	3	1	1	1	3	3	3	2	1	5	3	3	1	5	1	3	5	1	5	5	5/5/1943	04/06/2014	71	1	3	3	3	1	1	1	1	1	6	3
11	3	3	3	5	5	1	6	4	2	3	4	4	3	4	2	4	4	1	1	3	3	4	1	3	3	4	2	4	2	1	2	1	1	2	1	3	3	4	2	5	3	4	4	4/12/1973	04/06/2014	41	2	4	3	3	1	1	2	3	1	1	7
12	6	5	5	5	5	1	1	1	2	3	3	3	1	5	1	3	5	5	4	5	1	3	1	3	2	2	1	4	1	5	1	1	2	3	2	5	1	2	3	5	5	5	3	9/11/1967	04/06/2014	47	2	2	3	3	1	2	3	2	1	1	7
13	3	1	5	5	5	2	4	4	2	5	3	4	4	5	3	4	5	5	3	4	5	3	4	2	5	5	3	4	2	1	2	1	2	2	1	1	3	5	3	4	3	2	4	8/4/1990	04/06/2014	24	1	3	3	3	1	2	3	2	2	6	3
14	6	5	5	5	5	1	1	7	2	5	4	4	4	5	4	2	3	1	1	2	4	3	3	1	5	3	4	4	1	1	1	1	1	3	2	2	2	1	2	5	4	5	4	16/1/1947	04/06/2014	67	1	3	3	3	1	2	3	3	1	1	6
15	3	1	3	5	5	2	1	3	2	4	3	4	3	4	3	2	4	4	4	4	4	3	3	2	3	3	1	4	2	1	2	1	3	3	2	5	1	5	3	3	1	5	2	29/7/1957	04/06/2014	57	1	3	3	3	1	2	3	2	2	1	3
16	3	1	5	5	5	2	1	2	2	5	4	2	3	5	5	4	5	5	4	5	4	5	5	1	5	2	4	5	2	1	1	1	1	1	1	4	4	5	5	5	3	5	4	2/7/1961	04/06/2014	53	1	3	10	3	2	2	2	3	1	2	2
17	3	5	5	5	5	1	1	2	2	3	4	4	2	4	4	3	3	3	1	4	2	3	1	1	4	3	1	3	1	3	2	1	3	3	3	5	1	4	1	5	1	5	2	27/4/1977	04/06/2014	37	2	3	3	3	2	2	3	2	1	1	7
18	6	5	5	5	5	2	2	1	2	5	4	3	2	5	3	5	5	5	5	5	5	5	5	2	5	3	3	5	1	5	1	1	4	1	2	5	2	2	4	4	4	5	4	10/4/1990	04/06/2014	24	2	3	3	3	1	2	2	3	1	1	3
19	6	5	5	5	5	1	1	2	2	5	3	3	1	5	2	4	4	3	3	5	1	2	2	1	5	4	1	5	1	5	2	1	4	1	2	2	4	2	5	3	4	3	4	1/3/1950	04/06/2014	64	2	2	3	3	1	2	3	3	1	6	7
20	3	5	3	5	5	1	4	3	2	4	2	2	2	4	3	4	4	4	2	4	5	3	3	2	3	2	3	4	2	1	1	1	1	2	1	3	2	3	4	5	1	5	1	22/3/1965	04/06/2014	49	1	4	3	3	2	3	3	3	1	1	2
21	3	4	5	5	5	1	1	1	2	5	2	3	3	5	5	3	4	4	4	4	1	2	5	2	5	3	1	1	2	1	1	1	1	1	2	2	4	5	4	4	2	5	3	4/4/1970	04/06/2014	44	1	4	3	3	1	2	2	2	1	2	2
22	6	5	5	5	5	1	1	2	2	3	4	3	2	5	3	3	4	3	2	3	3	4	4	3	4	2	2	4	3	2	1	1	3	1	2	5	1	3	2	4	2	4	3	1/1/1951	04/06/2014	63	1	3	3	3	1	3	3	3	1	1	6
23	6	1	5	5	5	1	1	2	2	5	3	3	1	5	3	1	5	5	3	2	1	1	3	3	4	2	4	5	1	1	1	1	2	1	2	1	4	4	4	1	2	5	1	2/3/1967	04/06/2014	47	1	3	3	3	1	2	3	3	1	1	1
24	6	5	5	5	5	1	1	2	2	4	4	3	3	5	3	3	4	4	3	4	4	4	3	1	5	4	2	5	3	3	1	1	3	2	2	5	1	3	2	5	2	5	4	27/9/1953	04/06/2014	61	2	3	3	3	1	2	3	3	1	1	6
25	6	1	5	5	5	1	1	2	2	3	3	3	1	5	4	2	2	5	5	3	5	2	5	3	1	2	3	2	3	4	1	1	5	1	2	5	1	4	3	5	5	5	5	4/5/1939	04/06/2014	75	2	4	3	3	1	2	3	3	1	2	6
26	6	4	4	5	5	1	1	4	2	5	3	4	3	5	3	2	4	3	5	4	4	3	3	1	3	2	2	4	3	5	1	1	3	2	2	5	2	4	3	5	NA	5	NA	2/7/1985	04/06/2014	29	2	4	3	3	2	1	2	3	1	1	3
27	6	2	2	5	5	1	1	2	3	3	4	3	2	4	2	2	2	3	3	3	2	3	4	4	3	2	1	2	3	1	1	1	1	1	2	4	2	3	3	3	5	5	5	12/11/1985	04/06/2014	29	1	3	3	3	2	2	2	3	1	6	3
28	3	5	3	5	5	1	1	2	2	4	4	3	2	4	4	3	4	4	2	4	3	4	4	1	5	4	1	5	1	1	2	1	2	2	2	4	2	3	4	2	3	5	3	1/6/1988	04/06/2014	26	1	3	3	3	1	2	3	3	1	2	2
29	3	1	2	4	5	2	2	2	2	5	3	3	1	4	3	4	4	4	2	5	4	4	2	4	2	2	3	4	2	1	2	1	1	1	1	5	2	2	2	5	1	5	5	27/12/1962	04/06/2014	51	2	3	3	3	1	1	3	2	1	2	3
30	6	3	5	5	5	1	3	2	3	2	3	3	1	4	4	2	2	3	3	4	4	3	4	2	3	2	1	2	3	1	1	1	3	3	2	5	1	3	3	5	5	5	5	21/7/1963	04/06/2014	51	2	3	3	3	1	1	3	3	1	1	1
31	3	5	5	5	5	2	1	4	2	5	2	5	2	5	5	4	5	5	2	5	5	3	1	2	5	3	3	5	2	1	1	1	5	1	1	1	2	1	3	3	4	4	1	18/7/1964	04/06/2014	50	2	3	3	3	1	2	3	3	1	1	1
32	6	4	5	5	5	1	1	2	2	4	2	4	2	4	3	4	4	4	5	3	4	2	4	2	5	3	2	4	3	1	1	1	4	1	2	4	2	3	4	4	5	5	2	13/2/1991	04/06/2014	23	2	3	3	3	1	1	2	2	1	7	3
33	3	2	5	5	5	1	3	2	2	3	4	3	2	5	3	4	4	4	4	3	3	2	4	2	3	4	3	4	3	4	2	1	4	2	2	4	1	4	2	1	4	5	5	17/8/1944	04/06/2014	70	1	3	3	3	1	1	3	2	1	1	6
34	6	1	5	5	5	1	1	2	2	2	4	3	1	5	4	1	3	2	2	4	2	2	2	3	2	3	1	2	3	4	2	1	3	3	2	4	4	1	3	5	1	2	5	4/10/1940	04/06/2014	74	2	2	3	3	1	1	2	2	1	2	6
35	6	1	5	5	5	1	3	1	2	1	1	1	1	4	1	4	1	1	3	1	1	1	1	5	1	2	1	1	1	3	2	1	5	3	2	1	5	2	2	5	1	5	1	5/5/1988	04/06/2014	26	2	3	3	3	1	1	3	3	1	6	8
36	6	5	5	5	5	1	2	1	2	3	3	4	1	4	2	2	4	2	2	2	1	3	4	4	3	2	4	4	2	2	1	1	5	3	2	3	1	1	4	4	2	5	4	28/10/1952	04/06/2014	62	1	4	3	3	1	2	3	2	1	1	6
37	6	5	5	5	5	1	3	3	2	1	1	3	1	5	3	4	5	1	1	4	4	1	1	5	1	3	1	5	2	4	2	1	5	3	2	5	3	2	2	5	5	3	5	8/1/1973	04/06/2014	41	1	3	3	3	1	1	2	2	1	6	1
38	6	5	5	5	5	1	1	2	2	3	2	3	2	4	3	4	4	4	2	4	2	2	2	2	5	4	1	5	3	1	2	1	2	3	2	4	2	3	4	5	2	5	5	1/7/1958	04/06/2014	56	2	2	24	6	1	1	2	2	2	7	3
39	6	1	5	5	5	1	1	1	2	5	3	2	2	5	5	2	2	4	5	5	3	2	4	1	5	2	4	2	2	4	1	1	2	3	2	2	1	5	5	5	NA	5	NA	18/2/1960	04/06/2014	54	1	4	3	3	1	3	2	3	2	4	6
40	3	3	5	5	5	1	1	2	2	3	1	3	3	5	3	4	4	4	2	5	4	2	2	2	5	4	1	5	3	5	1	1	4	2	2	2	2	2	3	5	5	5	5	23/11/1981	04/06/2014	33	1	3	71	3	1	2	3	3	1	1	2
41	3	5	5	5	5	2	2	4	2	3	3	3	2	4	3	4	4	3	3	4	3	4	4	3	3	4	2	4	3	1	2	1	3	2	2	4	1	4	1	5	1	5	2	26/5/1954	04/06/2014	60	1	3	19	3	1	1	1	2	1	2	2
42	6	3	5	5	5	1	1	2	2	5	3	3	1	4	2	2	5	4	2	3	1	5	1	2	4	2	3	4	2	1	1	1	1	2	1	5	1	3	3	5	5	5	5	29/7/1964	04/06/2014	50	2	4	44	5	1	2	3	3	1	1	2
43	3	1	5	4	5	1	1	2	2	3	3	4	2	4	3	3	5	3	3	4	4	3	3	2	3	3	3	5	3	1	1	1	2	1	1	1	4	3	3	4	3	5	3	4/9/1968	04/06/2014	46	2	4	3	3	1	1	3	3	1	5	3
44	3	2	5	5	5	1	1	4	2	3	4	5	2	5	4	4	5	4	4	5	3	2	1	4	2	3	2	5	3	1	1	1	3	3	1	3	3	4	2	5	2	4	3	28/1/1956	04/06/2014	58	2	4	3	3	1	1	2	2	1	6	1
45	2	1	1	1	1	4	2	4	2	2	3	4	1	4	3	2	3	1	1	3	4	3	2	3	2	3	1	2	3	1	2	1	2	3	2	5	1	5	3	5	NA	5	NA	12/4/1965	04/06/2014	49	2	3	24	6	1	1	2	3	1	1	2
46	2	4	5	5	5	1	1	2	2	3	2	3	3	4	3	4	5	3	3	4	4	3	3	2	4	4	3	5	3	4	1	1	3	2	2	5	3	3	4	5	4	5	3	13/4/1962	04/06/2014	52	1	3	60	11	2	2	3	3	1	2	3
47	6	1	4	5	4	4	2	1	2	4	4	4	3	5	2	2	4	4	1	4	4	4	3	2	4	2	1	3	2	1	1	1	1	1	1	5	1	1	4	5	4	5	5	15/11/1978	04/06/2014	36	1	4	55	6	1	2	3	3	1	1	2
48	6	2	5	5	5	1	1	3	2	4	3	3	2	5	4	3	4	4	5	4	4	3	3	2	4	3	2	4	1	3	2	1	4	2	2	4	2	5	2	2	3	5	4	11/5/1990	04/06/2014	24	1	3	9	1	1	2	3	3	1	6	3
49	2	5	5	5	5	1	1	1	3	3	5	5	1	5	3	1	4	4	5	3	3	4	2	2	4	1	3	3	3	5	2	1	5	3	2	2	5	2	5	1	2	5	5	13/11/1992	04/06/2014	22	1	3	21	8	1	1	3	3	1	6	8
50	6	3	5	5	5	2	2	3	2	1	1	4	1	4	1	2	2	1	1	5	3	5	1	1	5	1	3	2	3	1	1	1	3	1	2	5	1	5	2	5	1	5	5	7/9/1948	04/06/2014	66	2	4	3	3	1	2	3	3	1	1	1
51	6	1	5	5	5	1	2	2	2	4	3	5	3	5	4	4	5	4	4	5	5	3	4	1	5	3	3	4	3	1	1	1	1	1	1	5	1	5	4	5	5	5	5	9/3/1961	04/06/2014	53	2	4	13	5	2	1	3	2	1	1	6
52	6	3	5	5	5	1	1	2	2	4	4	4	4	5	4	4	3	5	4	4	5	4	4	3	2	3	3	4	2	3	1	1	3	2	2	5	3	5	2	5	3	5	3	1/8/1969	04/06/2014	45	1	5	63	7	1	2	3	3	1	6	1
53	6	5	5	5	5	1	1	2	2	2	2	4	1	5	3	1	4	2	2	3	1	4	3	5	1	1	3	4	3	2	1	1	3	3	2	5	1	2	3	4	2	4	5	26/4/1947	04/06/2014	67	1	3	72	1	1	1	2	3	2	2	6
54	6	2	4	5	5	2	3	2	2	4	4	4	2	5	2	3	4	4	2	4	2	3	2	1	5	2	1	3	2	1	1	1	1	2	1	5	2	4	3	5	1	5	3	2/11/1958	04/06/2014	56	1	2	3	3	1	2	3	2	1	1	2
55	6	5	5	5	5	1	1	1	2	4	3	3	1	5	3	2	4	3	3	4	4	4	2	1	5	1	1	2	3	4	1	1	5	2	2	4	2	2	4	5	5	5	5	14/10/1956	04/06/2014	58	2	4	15	2	1	1	2	2	1	1	1
56	6	1	5	5	5	1	3	1	2	5	2	3	1	5	1	3	5	5	1	1	2	1	3	3	3	3	1	2	3	1	1	1	1	2	1	3	1	5	2	5	1	5	2	10/12/1957	04/06/2014	57	2	3	2	2	1	1	3	3	1	2	2
57	6	5	5	5	5	1	1	4	2	1	4	5	1	4	2	1	2	3	2	4	2	4	4	5	1	2	4	3	1	2	2	1	1	2	2	4	1	4	3	5	1	4	4	5/5/1970	04/06/2014	44	2	4	32	3	1	1	3	2	1	2	2
58	2	2	2	3	4	2	4	2	2	5	1	2	1	5	5	3	1	1	1	4	2	1	1	5	1	1	1	1	3	4	2	1	3	1	2	3	5	5	1	1	1	3	4	30/3/1955	04/06/2014	59	1	3	54	2	1	1	1	2	1	6	6
59	6	3	5	5	5	2	1	2	2	1	5	4	1	5	1	1	5	1	1	5	1	5	2	5	1	5	1	5	1	3	1	1	1	1	2	4	1	5	3	5	3	3	5	2/7/1977	04/06/2014	37	2	4	16	6	1	1	3	3	1	3	2
60	6	5	5	5	5	1	1	2	2	3	4	4	3	4	2	1	1	3	3	4	2	3	2	3	5	1	1	1	3	1	1	1	1	3	2	1	3	5	2	5	1	5	1	16/10/1977	04/06/2014	37	1	3	61	9	1	2	3	3	1	1	3
61	6	3	5	5	5	2	1	2	2	3	3	3	3	5	2	3	4	3	3	3	4	4	5	1	5	4	3	5	2	2	1	1	3	1	2	5	1	4	1	5	2	5	2	7/3/1968	04/06/2014	46	1	3	14	6	1	2	3	3	1	2	2
62	3	5	4	5	5	2	4	2	2	2	1	3	1	4	2	3	4	2	2	3	3	2	2	4	2	3	3	4	3	1	1	1	4	2	1	2	2	1	3	4	1	5	1	9/8/1980	04/06/2014	34	1	3	46	6	1	2	3	3	1	2	2
63	6	5	5	5	5	1	1	2	2	3	5	3	1	5	3	4	4	2	2	4	3	4	1	3	2	3	1	5	1	2	2	1	2	3	2	5	1	5	1	5	5	4	5	15/11/1976	04/06/2014	38	2	3	3	3	1	2	3	3	1	1	1
64	3	3	4	4	5	4	4	4	2	2	1	3	4	4	2	3	4	2	3	2	2	2	2	2	5	4	2	4	2	4	2	1	2	3	1	3	2	4	4	4	1	5	4	24/1/1972	04/06/2014	42	1	3	3	3	1	1	3	3	1	6	2
65	6	5	5	5	5	1	1	2	2	4	4	5	2	4	2	4	4	4	3	3	3	4	3	3	4	4	2	4	3	3	1	1	5	3	3	4	2	4	3	5	4	5	3	9/12/1964	04/06/2014	50	1	3	47	10	1	1	3	3	1	1	2
66	2	2	1	2	5	4	6	8	3	1	1	5	2	1	1	1	1	1	1	1	1	4	1	3	5	1	1	4	1	3	2	1	5	3	2	3	1	5	1	3	3	1	3	19/1/1991	04/06/2014	23	1	3	57	6	1	1	1	1	2	6	8
67	2	3	5	5	5	4	1	2	2	1	3	5	4	4	1	3	4	1	1	1	4	4	3	3	2	3	1	4	3	2	1	1	5	3	2	3	4	3	3	4	3	4	5	5/3/1991	04/06/2014	23	2	4	77	6	1	1	3	3	1	6	3
68	6	5	5	5	5	1	1	2	2	3	3	4	2	5	4	3	4	4	3	4	3	4	4	4	4	3	2	4	1	1	1	1	4	2	2	5	1	4	3	5	3	5	3	17/1/1950	04/06/2014	64	1	3	14	6	1	1	3	3	1	1	6
69	6	5	5	5	5	1	1	2	2	5	3	3	2	5	5	4	5	4	4	5	4	3	5	1	5	3	2	5	3	4	1	1	3	1	2	4	1	3	4	5	4	5	2	18/3/1956	04/06/2014	58	2	4	45	2	1	2	3	3	1	2	6
70	6	5	5	5	5	1	3	2	2	3	3	4	1	5	2	1	2	2	3	5	2	2	2	1	3	1	2	2	3	2	1	1	2	3	2	4	1	1	4	5	3	5	3	17/10/1953	04/06/2014	61	2	4	3	3	1	3	3	3	1	1	1
71	1	5	2	5	5	2	6	4	2	1	1	3	4	3	1	5	5	1	1	3	5	2	1	2	2	1	1	1	1	5	1	1	2	2	2	4	2	5	2	3	2	5	3	15/8/1982	04/06/2014	32	1	3	49	2	2	1	3	3	1	6	1
72	2	4	4	4	4	2	1	2	2	2	2	4	2	4	2	5	4	2	2	3	3	3	3	5	5	3	2	4	3	5	1	1	2	3	2	3	3	3	3	5	3	5	5	25/5/1958	04/06/2014	56	1	3	41	1	1	1	2	2	1	6	1
73	3	5	5	5	5	2	1	2	2	2	2	3	4	3	2	5	3	2	2	2	3	3	2	2	4	5	1	5	3	2	2	1	4	3	1	3	3	1	2	3	2	3	2	25/4/1990	04/06/2014	24	2	3	54	2	2	3	3	3	1	5	3
74	6	1	5	5	5	2	1	4	2	5	5	3	4	5	2	3	5	2	1	1	1	5	3	4	1	1	5	4	1	4	2	1	5	3	2	2	4	4	5	5	5	5	5	1/3/1956	04/06/2014	58	1	4	41	1	1	3	3	3	1	6	3
75	6	5	4	4	5	1	1	2	2	2	1	4	1	5	3	4	4	4	4	4	3	1	2	1	5	3	2	5	3	1	1	1	1	3	2	5	2	5	4	5	5	5	5	5/10/1975	04/06/2014	39	2	3	50	4	1	2	3	3	1	3	3
76	3	5	5	5	5	1	1	3	2	5	4	4	4	5	5	5	5	5	5	5	5	5	5	4	3	4	5	5	2	1	1	1	1	1	1	1	2	2	3	5	5	5	5	5/10/1942	04/06/2014	72	2	3	3	3	1	1	2	3	1	1	6
77	6	5	5	5	5	1	1	2	2	2	4	5	1	4	1	4	4	2	1	4	4	4	1	1	5	4	1	5	3	3	1	1	2	3	2	4	2	4	4	5	5	5	5	17/12/1971	04/06/2014	42	2	3	71	3	1	1	2	3	2	6	3
78	6	2	5	5	5	1	1	2	2	3	4	3	1	4	4	4	4	4	2	4	2	2	2	4	2	4	1	4	3	2	1	1	1	2	1	4	3	3	2	4	2	4	4	18/5/1973	04/06/2014	41	2	3	19	3	1	2	2	3	3	1	7
79	3	2	5	5	5	2	1	2	2	2	2	3	2	4	3	3	3	2	1	3	4	3	2	2	3	2	4	4	3	1	1	1	5	3	1	1	5	2	3	4	4	1	5	3/3/1957	04/06/2014	57	2	4	22	7	1	1	3	3	1	6	2
80	3	1	5	5	5	1	1	2	2	3	1	5	1	5	3	3	4	3	3	3	2	2	2	1	5	3	1	4	3	1	1	2	2	3	2	5	1	5	1	5	1	5	1	13/3/1957	04/06/2014	57	2	3	32	3	1	2	2	2	1	6	1
81	6	5	5	5	5	2	3	2	2	1	1	3	1	5	4	5	5	2	1	5	4	4	5	1	5	3	1	1	3	1	1	1	5	3	1	1	5	2	5	5	5	5	5	8/7/1974	04/06/2014	40	2	3	16	6	1	2	2	2	1	1	7
82	6	5	5	5	5	1	1	1	2	3	1	4	3	5	4	3	5	2	2	5	5	1	3	3	3	1	5	5	3	1	1	1	5	2	2	4	2	3	4	5	1	5	1	22/8/1963	04/06/2014	51	1	3	5	2	1	1	3	3	1	6	2
83	6	1	5	5	5	2	1	1	2	3	3	3	1	5	4	4	3	3	5	4	4	3	2	1	5	4	2	1	3	5	1	1	2	3	2	2	2	3	3	4	4	4	4	9/7/1964	04/06/2014	50	1	3	25	3	1	2	3	2	1	4	3
84	3	5	5	5	5	1	1	2	2	5	5	5	4	5	2	2	2	4	4	4	5	5	5	2	4	1	3	2	3	1	1	1	1	1	1	5	1	2	3	4	4	5	1	21/7/1984	04/06/2014	30	2	3	67	5	1	2	3	3	1	1	3
85	6	5	1	5	5	1	1	2	2	5	5	2	2	5	1	1	5	5	5	5	2	5	2	4	2	4	1	5	1	2	1	1	3	2	2	2	1	5	1	5	2	3	5	27/3/1958	04/06/2014	56	2	3	14	6	1	3	3	3	1	1	1
86	3	5	5	5	5	1	1	4	2	3	1	4	2	5	2	1	4	1	4	1	4	4	4	3	4	1	3	4	1	1	1	1	2	3	2	2	2	4	4	5	3	5	5	16/11/1978	04/06/2014	36	1	3	3	3	1	2	3	3	1	1	1
87	3	5	5	5	5	1	1	2	2	3	2	4	2	4	2	3	4	2	1	4	4	1	2	2	4	2	2	2	3	1	1	1	1	3	2	2	2	2	4	5	3	2	4	5/8/1962	04/06/2014	52	2	3	85	4	1	2	2	2	1	1	1
88	6	3	5	5	5	1	1	2	2	5	2	4	2	5	2	2	5	5	1	5	4	1	1	5	1	5	1	5	1	5	1	1	2	2	2	3	1	3	5	5	5	5	5	21/4/1975	04/06/2014	39	2	3	41	1	1	2	3	3	1	1	3
89	6	5	5	5	5	2	1	2	2	4	1	1	3	5	1	5	4	4	1	5	5	4	4	2	4	2	2	4	1	1	1	1	1	1	1	2	1	3	3	5	5	5	5	1/11/1985	04/06/2014	29	2	3	19	3	1	3	3	3	1	1	7
90	3	5	5	5	5	1	1	2	2	5	4	2	2	5	2	1	5	5	5	2	2	5	4	5	1	1	4	4	3	2	1	1	5	1	2	5	1	5	3	5	2	5	4	14/4/1968	04/06/2014	46	1	3	84	4	1	3	3	3	1	1	1
91	3	5	5	5	5	1	1	1	2	3	3	4	1	4	4	3	5	3	3	3	2	3	4	1	5	3	5	5	3	2	1	1	2	2	1	3	4	4	4	5	3	5	3	21/3/1960	04/06/2014	54	1	3	19	3	1	2	3	3	1	2	6
92	3	3	3	3	3	1	1	4	2	2	4	4	3	4	2	3	3	4	1	4	4	4	3	4	1	2	1	4	1	2	1	1	3	3	2	5	1	5	2	5	5	5	5	30/1/1958	04/06/2014	56	1	4	71	3	1	2	3	2	1	2	6
93	3	4	4	4	4	1	1	1	2	3	3	3	3	3	3	5	5	3	3	4	4	4	3	1	5	4	2	5	3	1	1	1	1	1	1	2	1	3	1	5	1	5	4	23/5/1993	04/06/2014	21	2	3	29	6	1	2	3	3	1	6	8
94	3	5	2	5	5	4	1	2	2	1	1	5	1	5	1	3	5	1	2	5	5	1	5	1	5	5	2	2	3	2	1	1	2	1	1	1	5	1	5	5	NA	5	NA	16/11/1991	04/06/2014	23	1	3	3	3	1	1	3	3	2	6	3
95	3	5	5	5	5	1	1	4	2	3	1	4	2	5	2	1	4	1	4	1	4	4	4	3	4	1	3	4	1	1	1	1	2	3	2	2	2	4	4	5	3	5	5	11/12/1978	04/06/2014	36	1	3	3	3	1	2	3	3	1	1	1
96	2	5	5	5	5	3	6	2	2	1	4	4	1	5	4	2	5	1	4	4	4	1	1	1	1	1	1	5	3	5	2	10	5	3	2	1	5	2	5	2	5	2	5	27/4/1959	04/06/2014	55	2	2	32	3	1	1	1	2	2	6	3
97	3	2	4	4	5	2	4	4	2	4	2	3	1	3	4	4	5	3	4	5	4	1	3	3	2	5	3	5	2	2	2	1	3	1	1	2	3	3	4	4	2	4	3	20/12/1985	04/06/2014	28	1	3	3	3	1	2	3	3	1	6	3
98	3	1	5	5	5	1	1	2	2	1	1	3	2	4	4	3	4	1	4	4	1	1	1	2	4	2	1	5	3	1	1	2	1	1	1	3	4	2	3	5	5	5	4	31/8/1992	04/06/2014	22	2	3	3	3	1	1	1	1	1	6	3
99	6	5	5	5	5	1	1	2	2	4	2	3	2	4	2	3	3	1	1	2	1	3	1	2	5	2	2	3	2	5	2	1	2	3	2	1	1	2	5	5	5	5	5	25/08/1925	04/06/2014	89	2	2	32	3	1	1	3	3	1	4	6
100	6	5	4	5	5	4	1	2	2	4	4	5	3	3	3	5	5	4	3	4	5	4	5	2	4	4	1	5	2	5	1	1	2	2	1	5	2	3	3	5	3	5	2	14/3/1951	04/06/2014	63	2	4	61	9	1	1	2	3	1	6	1
101	6	5	5	5	5	1	6	2	2	5	4	3	3	4	4	4	4	2	2	5	4	4	3	3	4	4	4	3	3	4	1	2	4	1	2	3	1	5	4	5	2	5	3	25/6/1969	04/06/2014	45	2	3	4	4	1	2	3	3	1	1	7
102	6	5	5	5	5	1	1	2	2	1	3	4	3	4	1	4	4	2	1	3	3	3	2	3	3	2	1	5	3	3	1	1	2	3	1	2	2	3	3	5	1	5	3	14/12/1976	04/06/2014	37	2	3	3	3	1	1	3	3	3	1	3
103	3	2	5	5	5	1	1	1	2	5	3	3	4	4	3	4	4	3	2	4	4	3	3	1	5	3	2	3	3	1	1	1	3	2	2	5	1	3	2	5	4	5	5	24/12/1960	04/06/2014	53	2	3	56	6	1	2	3	3	1	2	2
104	6	2	4	1	1	1	1	1	2	4	3	4	3	4	2	3	4	4	2	5	3	3	3	1	4	3	2	4	3	5	1	1	3	1	1	4	2	3	4	3	2	5	4	11/8/1954	04/06/2014	60	2	4	84	4	1	1	2	2	1	1	2
105	3	5	5	5	5	1	1	2	2	3	3	5	1	5	4	4	4	3	3	4	4	3	4	4	4	3	2	4	3	2	2	1	3	2	1	5	1	1	1	5	3	5	4	10/1/1952	04/06/2014	62	1	4	54	2	1	1	2	2	1	6	1
106	3	3	4	5	5	1	4	2	2	3	3	2	2	5	5	4	4	4	4	5	3	3	3	4	3	3	2	5	3	3	1	1	3	2	1	2	2	3	3	3	4	4	2	14/8/1956	04/06/2014	58	1	4	55	6	1	2	2	2	1	1	2
107	6	5	5	5	5	1	1	2	2	4	4	3	3	5	3	4	4	3	3	3	3	4	3	1	3	3	3	4	1	4	1	1	2	3	2	4	1	4	3	2	2	4	5	15/3/1958	04/06/2014	56	2	3	3	3	2	1	3	3	2	5	3
108	3	3	5	5	5	1	6	2	2	2	2	4	2	5	4	4	4	2	1	2	5	3	5	2	5	3	2	5	3	5	1	1	1	3	2	3	1	1	5	5	5	5	5	11/10/1963	04/06/2014	51	2	3	3	3	1	1	3	3	1	2	3
